sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
14532,212784,146,10164,139,8216,1.53937e+06,665,25.5769,23.0687,23,5.3919e+06
