sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
10929,270436,79,4571,125,4882,1.7363e+06,699,27.96,11.1516,28,3.78632e+06
