sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
13083,325831,77,4591,139,10212,2.1508e+06,173,7.20833,4.24244,8,1.97179e+06
