sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
17895,451132,161,15294,147,13904,4.00223e+06,52,6.5,6.61438,5,1.22639e+07
