sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
15730,894206,728,74827,727,77349,1.90464e+07,37,6.16667,3.02306,8,4.93343e+06
