sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
13816,401013,117,6864,91,6509,2.43602e+06,198,24.75,19.6771,17,1.40142e+06
