sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
14104,867482,229,7822,171,8214,7.36622e+06,443,40.2727,26.523,44,1.8515e+07
