sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
11963,417576,120,7105,94,6554,2.20526e+06,49,12.25,2.16506,13,1.18874e+06
