sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
16612,346010,169,17394,200,19817,2.14777e+06,2,2,0,2,3.27932e+06
