sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
17053,895960,243,8190,210,9753,9.51585e+06,848,29.2414,11.4158,34,2.11967e+07
