sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
14677,472646,117,7011,98,6623,2.44856e+06,226,25.1111,16.333,21,1.09542e+06
