sim3[µs],mf[µs],ckf,cmp,mkf,mmp,cd[µs],cdsum,cdmean,cdstdev,cdmed,gba[µs]
15546,385174,170,17407,199,19697,2.20748e+06,1,1,0,1,3.22648e+06
